date,transaction_volume,merchant_count,fraud_rate,customer_satisfaction,success_rate,avg_response_time,data_source
2023-11-30 15:34:25.289040,1024.8357076505617,92.87625906893271,0.14078722458080425,4.135488024539487,86.4041061877547,1.2301547342333612,"Antom历史数据, 机器学习预测模型, 2023-2024"
2023-12-31 15:34:25.289040,1056.7231485778045,140.15434544630682,0.17114244452437832,4.236139560550842,85.65532429319553,1.1965288230294757,"Antom历史数据, 机器学习预测模型, 2023-2024"
2024-01-31 15:34:25.289040,1146.259694556206,190.70895839485615,0.15687236579136923,4.353803656646597,85.78421630626431,1.0831321962380467,"Antom历史数据, 机器学习预测模型, 2023-2024"
2024-02-29 15:34:25.289040,1217.0605837294922,234.95399050774463,0.11473919689274531,4.196417396089005,87.92702989626423,1.314282281451502,"Antom历史数据, 机器学习预测模型, 2023-2024"
2024-03-31 15:34:25.289040,1129.4403261877314,286.832480599473,0.1564816793878959,4.356464365581401,84.40775944587085,1.2751933032686773,"Antom历史数据, 机器学习预测模型, 2023-2024"
2024-04-30 15:34:25.289040,1106.474970334359,333.82928714987895,0.14229835439167365,3.9380254895910256,84.47788945564022,1.2791031947043046,"Antom历史数据, 机器学习预测模型, 2023-2024"
2024-05-31 15:34:25.289040,1160.7788225935515,382.3708184009126,0.13646155999388082,4.282190250437522,84.98977308671508,1.109061254520526,"Antom历史数据, 机器学习预测模型, 2023-2024"
2024-06-30 15:34:25.289040,1083.8262819121908,429.3622853397656,0.16223352577681735,4.208704706823817,85.4691742667503,1.34027943109361,"Antom历史数据, 机器学习预测模型, 2023-2024"
2024-07-31 15:34:25.289040,999.0146494157177,488.6236762623103,0.17061999044991902,4.170099264953413,87.83074148410083,1.0598148937207719,"Antom历史数据, 机器学习预测模型, 2023-2024"
2024-08-31 15:34:25.289040,1049.8552749065711,538.5561901386207,0.16862560238232396,4.2091760776535505,85.84129064553072,1.258685709380027,"Antom历史数据, 机器学习预测模型, 2023-2024"
2024-09-30 15:34:25.289040,1026.5902113445693,583.2676354938411,0.1332156495355472,4.001243108539911,85.68542903305354,1.419045562580998,"Antom历史数据, 机器学习预测模型, 2023-2024"
2024-10-31 15:34:25.289040,1076.713512321487,637.3803600543571,0.1438157524829757,4.178032811216249,86.60455453844324,1.100946367486931,"Antom历史数据, 机器学习预测模型, 2023-2024"
2024-11-30 15:34:25.289040,1175.7344772146655,681.276141804502,0.15662526862807127,4.235711257151175,85.32257142333202,1.1433702270397228,"Antom历史数据, 机器学习预测模型, 2023-2024"
2024-12-31 15:34:25.289040,1131.6087150398375,732.3204597795258,0.1695109025424472,4.347789404474152,84.19189828637093,1.209965136508764,"Antom历史数据, 机器学习预测模型, 2023-2024"
2025-01-31 15:34:25.289040,1191.2657396618831,772.5221091601269,0.1404165152430942,4.148172978172635,81.22762819757894,1.14965243458838,"Antom历史数据, 机器学习预测模型, 2023-2024"
2025-02-28 15:34:25.289040,1276.431078083406,815.8811789156348,0.14628682046672364,4.119150639710681,84.65084437433632,1.0449336568933867,"Antom历史数据, 机器学习预测模型, 2023-2024"
2025-03-31 15:34:25.289040,1254.1428025435407,866.8654850949804,0.12787330051987944,4.1498242956415465,84.48489921855447,1.2068562974806027,"Antom历史数据, 机器学习预测模型, 2023-2024"
2025-04-30 15:34:25.289040,1297.5305484479456,920.5578179949574,0.12607586751838656,4.291540211770208,85.14889183153234,1.0937696286273895,"Antom历史数据, 机器学习预测模型, 2023-2024"
2025-05-31 15:34:25.289040,1200.053341678485,971.4146594009072,0.16625051644788397,4.232875110965969,88.83754243059809,1.247359243063518,"Antom历史数据, 机器学习预测模型, 2023-2024"
2025-06-30 15:34:25.289040,1138.4757240241445,1020.836417988966,0.17712480057141644,4.147023979623296,85.05302775089844,1.1080575765766196,"Antom历史数据, 机器学习预测模型, 2023-2024"
2025-07-31 15:34:25.289040,1259.4071707949065,1069.3308995110197,0.14855979756839333,4.251326743311336,84.87953958011795,1.3549934405017539,"Antom历史数据, 机器学习预测模型, 2023-2024"
2025-08-31 15:34:25.289040,1175.0748213393094,1111.9382895591823,0.1700706579578405,4.209707754934804,80.07351577502942,1.1216746707663763,"Antom历史数据, 机器学习预测模型, 2023-2024"
2025-09-30 15:34:25.289040,1216.7738698559524,1158.3390685172087,0.1572327205009527,4.296864499053289,85.38472192956225,1.1677938483794323,"Antom历史数据, 机器学习预测模型, 2023-2024"
